#EventID;Time;Latitude;Longitude;Depth-Km;Author;Catalog;Contributor;ContributorID;MagType;Magnitude;MagAuthor;EventLocationName
7308141;27-08-2016 21:59:30;42,6782;13,3107;9,4;SURVEY-INGV;;;;ML;2,3;--;Rieti
7308551;27-08-2016 22:10:33;42,6642;13,2942;11,2;SURVEY-INGV;;;;ML;2;--;Rieti
7309151;27-08-2016 22:25:07;42,7973;13,2132;9,5;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7309581;27-08-2016 22:38:11;42,7387;13,1882;10,1;SURVEY-INGV;;;;ML;2;--;Rieti
7309781;27-08-2016 22:41:48;42,7675;13,1138;9,3;SURVEY-INGV;;;;ML;2,2;--;Perugia
7309821;27-08-2016 22:43:09;42,7698;13,1027;9,3;SURVEY-INGV;;;;ML;2;--;Perugia
7310091;27-08-2016 22:48:40;42,7498;13,2565;10,8;SURVEY-INGV;;;;ML;2,3;--;Ascoli Piceno
7310631;27-08-2016 23:01:02;42,7568;13,1458;10,1;SURVEY-INGV;;;;ML;2,1;--;Perugia
7311301;27-08-2016 23:18:27;42,7672;13,0905;7,5;SURVEY-INGV;;;;ML;2,3;--;Perugia
7311721;27-08-2016 23:26:38;42,8087;13,1472;10,1;SURVEY-INGV;;;;ML;2,2;--;Perugia
7311771;27-08-2016 23:27:23;42,7933;13,1427;10,4;SURVEY-INGV;;;;ML;2,3;--;Perugia
7311821;27-08-2016 23:28:10;42,5953;13,3128;8,4;SURVEY-INGV;;;;ML;2;--;Rieti
7311861;27-08-2016 23:28:54;42,7633;13,1027;7,6;SURVEY-INGV;;;;ML;2;--;Perugia
7312101;27-08-2016 23:35:36;42,6405;13,2805;6,5;SURVEY-INGV;;;;ML;2;--;Rieti
7312491;27-08-2016 23:41:56;42,6217;13,31;7,2;SURVEY-INGV;;;;ML;2,5;--;Rieti
7312791;27-08-2016 23:49:54;42,7492;13,0363;10,3;SURVEY-INGV;;;;ML;2,4;--;Perugia
7312851;27-08-2016 23:52:55;42,8062;13,1422;8,8;SURVEY-INGV;;;;ML;2,6;--;Perugia
7312881;27-08-2016 23:53:20;42,6202;13,3042;11,1;SURVEY-INGV;;;;ML;2,9;--;Rieti
7313571;28-08-2016 00:11:19;42,7793;13,1178;6,8;SURVEY-INGV;;;;ML;2,2;--;Perugia
7314121;28-08-2016 00:24:09;42,7852;13,1305;8,7;SURVEY-INGV;;;;ML;2,1;--;Perugia
7314331;28-08-2016 00:31:59;42,7832;13,1333;8,5;SURVEY-INGV;;;;ML;2,2;--;Perugia
7314701;28-08-2016 00:41:27;42,6005;13,2667;11,7;SURVEY-INGV;;;;ML;2,1;--;Rieti
7314791;28-08-2016 00:41:46;42,8078;13,1502;10,3;SURVEY-INGV;;;;ML;2,6;--;Perugia
7315411;28-08-2016 01:01:06;42,6255;13,3032;6,7;SURVEY-INGV;;;;ML;2,2;--;Rieti
7315901;28-08-2016 01:17:08;42,5923;13,2697;10,7;SURVEY-INGV;;;;ML;2,3;--;Rieti
7316811;28-08-2016 01:43:28;42,7512;13,1443;12,3;SURVEY-INGV;;;;ML;2,3;--;Perugia
7317161;28-08-2016 01:55:01;42,6107;13,2625;12,9;SURVEY-INGV;;;;ML;2,2;--;Rieti
7317701;28-08-2016 02:13:09;42,65;13,321;7,5;SURVEY-INGV;;;;ML;2,2;--;Rieti
7317871;28-08-2016 02:16:31;42,7303;13,218;10,1;SURVEY-INGV;;;;ML;2,3;--;Rieti
7318921;28-08-2016 02:40:50;42,7708;13,2152;10,5;SURVEY-INGV;;;;ML;2,7;--;Ascoli Piceno
7319791;28-08-2016 03:08:54;42,6825;13,2178;9,1;SURVEY-INGV;;;;ML;2,2;--;Rieti
7319831;28-08-2016 03:09:23;42,6208;13,2818;14,2;SURVEY-INGV;;;;ML;2;--;Rieti
7319901;28-08-2016 03:11:42;42,6297;13,3192;10,8;SURVEY-INGV;;;;ML;2;--;Rieti
7320211;28-08-2016 03:20:11;42,7932;13,1883;9,6;SURVEY-INGV;;;;ML;2,5;--;Perugia
7321591;28-08-2016 03:59:16;42,6182;13,3092;9,9;SURVEY-INGV;;;;ML;2;--;Rieti
7322551;28-08-2016 04:29:50;42,7572;13,2148;10,4;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7322681;28-08-2016 04:33:13;42,7212;13,2133;9,9;SURVEY-INGV;;;;ML;2,1;--;Rieti
7323671;28-08-2016 05:10:24;42,7722;13,0933;8,4;SURVEY-INGV;;;;ML;2;--;Perugia
7323941;28-08-2016 05:16:34;42,6032;13,3092;9,8;SURVEY-INGV;;;;ML;3,1;--;Rieti
7323981;28-08-2016 05:17:50;42,6088;13,3067;11;SURVEY-INGV;;;;ML;2,2;--;Rieti
7324961;28-08-2016 05:45:06;42,6322;13,3187;9,9;SURVEY-INGV;;;;ML;2,4;--;Rieti
7325071;28-08-2016 05:49:27;42,7615;13,2522;9,2;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7325451;28-08-2016 05:59:54;42,8362;13,2545;7;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7325651;28-08-2016 06:04:20;42,8093;13,165;10,8;SURVEY-INGV;;;;ML;2,1;--;Perugia
7325951;28-08-2016 06:13:10;42,6252;13,3103;8,5;SURVEY-INGV;;;;ML;2,9;--;Rieti
7326181;28-08-2016 06:20:04;42,8165;13,2148;8,8;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7326791;28-08-2016 06:37:20;42,7225;13,2083;10,3;SURVEY-INGV;;;;ML;3,4;--;Rieti
7326841;28-08-2016 06:38:47;42,7952;13,2073;9,9;SURVEY-INGV;;;;ML;2,3;--;Ascoli Piceno
7327801;28-08-2016 07:05:45;42,7597;13,2047;10,1;SURVEY-INGV;;;;ML;2,6;--;Ascoli Piceno
7328221;28-08-2016 07:17:50;42,6472;13,2242;14,5;SURVEY-INGV;;;;ML;2;--;Rieti
7329641;28-08-2016 07:59:54;42,796;13,2352;8,1;SURVEY-INGV;;;;ML;3;--;Ascoli Piceno
7329671;28-08-2016 08:01:17;42,7798;13,2408;14,9;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7330831;28-08-2016 08:40:32;42,4588;13,2803;9,8;SURVEY-INGV;;;;ML;2,1;--;L'Aquila
7330801;28-08-2016 08:40:32;42,5043;13,2513;11,8;SURVEY-INGV;;;;ML;2,4;--;L'Aquila
7331681;28-08-2016 09:08:02;42,5703;13,2695;11,6;SURVEY-INGV;;;;ML;2;--;L'Aquila
7331801;28-08-2016 09:12:42;42,8672;13,2457;8,7;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7331841;28-08-2016 09:13:36;42,7945;13,1852;10;SURVEY-INGV;;;;ML;2,1;--;Perugia
7332041;28-08-2016 09:18:18;42,6265;13,2948;7,8;SURVEY-INGV;;;;ML;3,3;--;Rieti
7332291;28-08-2016 09:26:44;42,5962;13,3152;11,1;SURVEY-INGV;;;;ML;2;--;Rieti
7333031;28-08-2016 09:51:50;42,6188;13,2997;10,9;SURVEY-INGV;;;;ML;2,3;--;Rieti
7333541;28-08-2016 10:01:51;42,6163;13,3023;8,3;SURVEY-INGV;;;;ML;2;--;Rieti
7333731;28-08-2016 10:05:38;42,6092;13,3138;7;SURVEY-INGV;;;;ML;2,2;--;Rieti
7333801;28-08-2016 10:06:33;42,6113;13,3012;7,4;SURVEY-INGV;;;;ML;2,1;--;Rieti
7334041;28-08-2016 10:11:47;42,8102;13,1528;10,4;SURVEY-INGV;;;;ML;2,1;--;Perugia
7334421;28-08-2016 10:24:17;42,7793;13,0992;12,7;SURVEY-INGV;;;;ML;2,5;--;Perugia
7334431;28-08-2016 10:25:33;42,7788;13,1073;10,6;SURVEY-INGV;;;;ML;3;--;Perugia
7334991;28-08-2016 10:44:07;42,7967;13,1737;9,9;SURVEY-INGV;;;;ML;2,7;--;Perugia
7335801;28-08-2016 11:13:55;42,7313;13,1983;10;SURVEY-INGV;;;;ML;2,2;--;Rieti
7337171;28-08-2016 12:09:13;42,8382;13,2218;9,2;SURVEY-INGV;;;;ML;2;--;Macerata
7337401;28-08-2016 12:17:51;42,7898;13,2448;11,3;SURVEY-INGV;;;;ML;2,9;--;Ascoli Piceno
7338361;28-08-2016 12:44:50;42,7415;13,2083;10,6;SURVEY-INGV;;;;ML;2,7;--;Rieti
7339051;28-08-2016 13:07:33;42,5953;13,2923;10,3;SURVEY-INGV;;;;ML;3,7;--;Rieti
7340691;28-08-2016 14:18:09;42,8037;13,155;10,1;SURVEY-INGV;;;;ML;2;--;Perugia
7342001;28-08-2016 15:00:58;42,7545;13,162;9,9;SURVEY-INGV;;;;ML;2,1;--;Perugia
7342121;28-08-2016 15:04:32;42,568;13,2118;11,1;SURVEY-INGV;;;;ML;2,3;--;L'Aquila
7342961;28-08-2016 15:34:06;42,8062;13,148;10;SURVEY-INGV;;;;ML;2,4;--;Perugia
7343051;28-08-2016 15:37:39;42,7732;13,1192;10,9;SURVEY-INGV;;;;ML;3,6;--;Perugia
7343111;28-08-2016 15:38:52;42,7817;13,1197;12,4;SURVEY-INGV;;;;ML;2,7;--;Perugia
7343161;28-08-2016 15:39:15;42,778;13,1308;11,7;SURVEY-INGV;;;;ML;2,6;--;Perugia
7343181;28-08-2016 15:40:09;42,7812;13,1242;12,2;SURVEY-INGV;;;;ML;2;--;Perugia
7343661;28-08-2016 15:53:33;42,6982;13,1888;4,2;SURVEY-INGV;;;;ML;2,4;--;Rieti
7343701;28-08-2016 15:55:35;42,8198;13,2382;8,7;SURVEY-INGV;;;;Mw;4,2;--;Ascoli Piceno
7344771;28-08-2016 16:25:19;42,7323;13,247;10,3;SURVEY-INGV;;;;ML;2,8;--;Rieti
7345321;28-08-2016 16:39:19;42,8387;13,1702;10,7;SURVEY-INGV;;;;ML;2;--;Macerata
7345471;28-08-2016 16:42:02;42,8207;13,1428;9,8;SURVEY-INGV;;;;Mw;3,7;--;Perugia
7346011;28-08-2016 16:54:41;42,7862;13,1687;11,1;SURVEY-INGV;;;;ML;2,3;--;Perugia
7346341;28-08-2016 17:02:14;42,8202;13,147;9,2;SURVEY-INGV;;;;ML;2;--;Perugia
7346421;28-08-2016 17:03:17;42,8003;13,1572;10,3;SURVEY-INGV;;;;ML;2,2;--;Perugia
7346991;28-08-2016 17:18:25;42,8298;13,2493;9;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7347361;28-08-2016 17:28:32;42,779;13,1237;11,2;SURVEY-INGV;;;;ML;2;--;Perugia
7347401;28-08-2016 17:30:22;42,7738;13,1247;7,2;SURVEY-INGV;;;;ML;2;--;Perugia
7347451;28-08-2016 17:32:25;42,7802;13,1492;10,4;SURVEY-INGV;;;;ML;2,5;--;Perugia
7347491;28-08-2016 17:33:21;42,6373;13,2518;10,6;SURVEY-INGV;;;;ML;2,6;--;Rieti
7348001;28-08-2016 17:44:50;42,8287;13,2502;9,6;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7348031;28-08-2016 17:45:47;42,7568;13,2277;9,8;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7348581;28-08-2016 18:00:18;42,6058;13,2987;7,4;SURVEY-INGV;;;;ML;2;--;Rieti
7349121;28-08-2016 18:14:43;42,7683;13,1533;10,7;SURVEY-INGV;;;;ML;2,1;--;Perugia
7350531;28-08-2016 18:57:24;42,7817;13,13;11,4;SURVEY-INGV;;;;ML;2,1;--;Perugia
7351301;28-08-2016 19:18:28;42,6668;13,246;10,6;SURVEY-INGV;;;;ML;2,1;--;Rieti
7352111;28-08-2016 19:44:33;42,8272;13,2448;8,8;SURVEY-INGV;;;;ML;2,6;--;Ascoli Piceno
7352651;28-08-2016 19:59:33;42,8622;13,2648;8,8;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7352691;28-08-2016 20:00:42;42,6058;13,2957;9,7;SURVEY-INGV;;;;ML;2,7;--;Rieti
7353481;28-08-2016 20:22:31;42,7398;13,2032;9,1;SURVEY-INGV;;;;ML;3,1;--;Rieti
7353561;28-08-2016 20:24:06;42,7808;13,1198;11,1;SURVEY-INGV;;;;ML;2;--;Perugia
7354401;28-08-2016 20:47:13;42,7578;13,1507;10,1;SURVEY-INGV;;;;ML;2,1;--;Perugia
7355441;28-08-2016 21:18:14;42,5655;13,3257;10,2;SURVEY-INGV;;;;ML;2,4;--;L'Aquila
7355501;28-08-2016 21:19:01;42,651;13,2337;12,2;SURVEY-INGV;;;;ML;2;--;Rieti
7355681;28-08-2016 21:22:33;42,7223;13,2568;10,1;SURVEY-INGV;;;;ML;2,1;--;Rieti
7355711;28-08-2016 21:23:15;42,8273;13,2483;9,5;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7356061;28-08-2016 21:32:33;42,6867;13,2925;8,9;SURVEY-INGV;;;;ML;2,2;--;Rieti
7357211;28-08-2016 22:05:54;42,6678;13,2473;12,4;SURVEY-INGV;;;;ML;2;--;Rieti
7357621;28-08-2016 22:16:22;42,7807;13,1898;9,6;SURVEY-INGV;;;;ML;2,4;--;Perugia
7358051;28-08-2016 22:29:19;42,8062;13,2073;9;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7360261;28-08-2016 23:48:33;42,8113;13,2043;10,1;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7361541;29-08-2016 00:35:33;42,7303;13,1888;10,7;SURVEY-INGV;;;;ML;2,2;--;Rieti
7363391;29-08-2016 01:44:26;42,7625;13,1948;9,8;SURVEY-INGV;;;;ML;3,5;--;Ascoli Piceno
7363571;29-08-2016 01:50:15;42,8147;13,3077;20,2;SURVEY-INGV;;;;ML;2,3;--;Ascoli Piceno
7364921;29-08-2016 02:34:50;42,8218;13,2072;17;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7365191;29-08-2016 02:40:36;42,7122;13,2932;13,8;SURVEY-INGV;;;;ML;2;--;Rieti
7365721;29-08-2016 03:00:52;42,8175;13,2262;9,3;SURVEY-INGV;;;;ML;2,5;--;Ascoli Piceno
7366451;29-08-2016 03:24:46;42,8023;13,2058;9,8;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7367651;29-08-2016 04:04:04;42,7375;13,2113;10,1;SURVEY-INGV;;;;ML;2,7;--;Rieti
7367691;29-08-2016 04:05:46;42,8022;13,1723;9,8;SURVEY-INGV;;;;ML;2,5;--;Perugia
7368011;29-08-2016 04:15:45;42,7037;13,3142;12,2;SURVEY-INGV;;;;ML;2,1;--;Rieti
7368331;29-08-2016 04:27:23;42,7047;13,3277;14,4;SURVEY-INGV;;;;ML;2,3;--;Rieti
7368841;29-08-2016 04:50:37;42,7555;13,1817;9,9;SURVEY-INGV;;;;ML;2,1;--;Perugia
7368901;29-08-2016 04:53:24;42,6147;13,3257;10,9;SURVEY-INGV;;;;ML;2,1;--;Rieti
7369451;29-08-2016 05:19:32;42,5882;13,2935;14,8;SURVEY-INGV;;;;ML;2;--;Rieti
7369491;29-08-2016 05:25:23;42,6158;13,256;10,8;SURVEY-INGV;;;;ML;2,1;--;Rieti
7369681;29-08-2016 05:34:04;42,8137;13,1503;10,5;SURVEY-INGV;;;;ML;2,1;--;Perugia
7369991;29-08-2016 05:46:38;42,6142;13,301;10,1;SURVEY-INGV;;;;ML;2,1;--;Rieti
7370091;29-08-2016 05:48:48;42,8277;13,1552;9,9;SURVEY-INGV;;;;ML;2,2;--;Perugia
7370871;29-08-2016 06:20:11;42,7482;13,1865;9,3;SURVEY-INGV;;;;ML;3,6;--;Rieti
7371281;29-08-2016 06:33:15;42,5817;13,3062;9,7;SURVEY-INGV;;;;ML;2;--;Rieti
7372151;29-08-2016 06:59:38;42,6227;13,2953;10,2;SURVEY-INGV;;;;ML;2,6;--;Rieti
7372401;29-08-2016 07:07:37;42,8308;13,1623;9,8;SURVEY-INGV;;;;ML;2;--;Perugia
7372501;29-08-2016 07:09:45;42,7345;13,2118;9,3;SURVEY-INGV;;;;ML;2,1;--;Rieti
7372531;29-08-2016 07:10:13;42,7542;13,1837;9,8;SURVEY-INGV;;;;ML;2;--;Rieti
7373021;29-08-2016 07:28:09;42,8028;13,2107;10;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7373241;29-08-2016 07:34:37;42,6427;13,293;9,2;SURVEY-INGV;;;;ML;2,2;--;Rieti
7375321;29-08-2016 08:54:43;42,5097;13,2928;11,3;SURVEY-INGV;;;;ML;2,2;--;L'Aquila
7375551;29-08-2016 09:07:20;42,7985;13,1612;9;SURVEY-INGV;;;;ML;2;--;Perugia
7377301;29-08-2016 10:24:35;42,8205;13,2355;9,1;SURVEY-INGV;;;;ML;2,3;--;Ascoli Piceno
7377641;29-08-2016 10:31:36;42,7817;13,1247;11,9;SURVEY-INGV;;;;ML;2,9;--;Perugia
7377661;29-08-2016 10:32:14;42,8002;13,207;9,9;SURVEY-INGV;;;;ML;2,9;--;Ascoli Piceno
7377861;29-08-2016 10:40:30;42,7442;13,2373;10,9;SURVEY-INGV;;;;ML;2,4;--;Rieti
7377911;29-08-2016 10:41:51;42,7087;13,2693;10,3;SURVEY-INGV;;;;ML;2,6;--;Rieti
7378091;29-08-2016 10:47:38;42,6472;13,3193;8;SURVEY-INGV;;;;ML;2,2;--;Rieti
7379051;29-08-2016 11:21:53;42,6198;13,2992;7,9;SURVEY-INGV;;;;ML;2,3;--;Rieti
7379351;29-08-2016 11:36:33;42,6255;13,327;10;SURVEY-INGV;;;;ML;2,1;--;Rieti
7379841;29-08-2016 11:50:48;42,8217;13,238;6,4;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7381101;29-08-2016 12:39:58;42,6337;13,2858;10,4;SURVEY-INGV;;;;ML;2,4;--;Rieti
7381281;29-08-2016 12:48:45;42,6638;13,315;7,8;SURVEY-INGV;;;;ML;2,2;--;Rieti
7381431;29-08-2016 12:53:13;42,6287;13,307;8,4;SURVEY-INGV;;;;ML;2,7;--;Rieti
7382481;29-08-2016 13:29:28;42,7268;13,137;8,3;SURVEY-INGV;;;;ML;3;--;Perugia
7382511;29-08-2016 13:30:47;42,6473;13,2938;9,2;SURVEY-INGV;;;;ML;2,4;--;Rieti
7384051;29-08-2016 14:27:25;42,6315;13,3012;9,3;SURVEY-INGV;;;;ML;2,8;--;Rieti
7384301;29-08-2016 14:34:19;42,785;13,2457;8,5;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7384291;29-08-2016 14:34:20;42,7927;13,2495;8,8;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7385341;29-08-2016 15:10:30;42,8287;13,2623;7,8;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7385481;29-08-2016 15:15:36;42,7477;13,183;10;SURVEY-INGV;;;;ML;2;--;Rieti
7385811;29-08-2016 15:25:01;42,8002;13,2387;8,7;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7386381;29-08-2016 15:41:13;42,6153;13,243;13;SURVEY-INGV;;;;ML;2,1;--;Rieti
7386891;29-08-2016 15:58:09;42,7337;13,1927;9,8;SURVEY-INGV;;;;ML;2,5;--;Rieti
7387051;29-08-2016 16:02:18;42,8375;13,25;8;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7387281;29-08-2016 16:07:39;42,7992;13,2302;9,1;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7387401;29-08-2016 16:10:45;42,6717;13,2022;12,3;SURVEY-INGV;;;;ML;2,7;--;Rieti
7387751;29-08-2016 16:23:22;42,8025;13,2285;8;SURVEY-INGV;;;;ML;2,8;--;Ascoli Piceno
7387841;29-08-2016 16:24:57;42,7495;13,2468;9,8;SURVEY-INGV;;;;ML;2,7;--;Ascoli Piceno
7388221;29-08-2016 16:38:59;42,7897;13,2375;7;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7388451;29-08-2016 16:43:53;42,8287;13,1483;8,7;SURVEY-INGV;;;;ML;3;--;Perugia
7388701;29-08-2016 16:49:56;42,74;13,1773;9,4;SURVEY-INGV;;;;ML;2;--;Rieti
7389081;29-08-2016 17:02:52;42,7513;13,2578;9,1;SURVEY-INGV;;;;ML;2,6;--;Ascoli Piceno
7389791;29-08-2016 17:27:37;42,7898;13,2355;9,7;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7390161;29-08-2016 17:38:18;42,809;13,2422;7,5;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7390371;29-08-2016 17:44:13;42,7563;13,1608;12,8;SURVEY-INGV;;;;ML;2,3;--;Perugia
7390701;29-08-2016 17:52:23;42,8628;13,2198;8,3;SURVEY-INGV;;;;ML;3,3;--;Macerata
7392551;29-08-2016 18:46:13;42,8182;13,2397;8,3;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7393021;29-08-2016 19:00:31;42,8145;13,2382;8,7;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7393171;29-08-2016 19:04:52;42,8512;13,2232;8,3;SURVEY-INGV;;;;ML;2,9;--;Macerata
7394091;29-08-2016 19:28:58;42,5962;13,3022;9,9;SURVEY-INGV;;;;ML;2,1;--;Rieti
7394481;29-08-2016 19:37:52;42,7348;13,1945;10,5;SURVEY-INGV;;;;ML;2,2;--;Rieti
7396711;29-08-2016 20:37:13;42,8057;13,2438;7,6;SURVEY-INGV;;;;ML;2,3;--;Ascoli Piceno
7399521;29-08-2016 21:47:38;42,7942;13,2032;9,5;SURVEY-INGV;;;;ML;2,6;--;Ascoli Piceno
7400451;29-08-2016 22:09:51;42,7455;13,2262;12,4;SURVEY-INGV;;;;ML;2,3;--;Rieti
7400581;29-08-2016 22:13:22;42,8337;13,1323;9,9;SURVEY-INGV;;;;ML;2;--;Perugia
7401751;29-08-2016 22:45:23;42,7437;13,2238;12,9;SURVEY-INGV;;;;ML;2,3;--;Rieti
7403661;29-08-2016 23:34:58;42,8553;13,2197;8,9;SURVEY-INGV;;;;ML;2,1;--;Macerata
7404031;29-08-2016 23:44:31;42,7538;13,1495;10,4;SURVEY-INGV;;;;ML;2;--;Perugia
7404171;29-08-2016 23:47:26;42,7543;13,1502;9,7;SURVEY-INGV;;;;ML;2;--;Perugia 
